id,overview,name,popularity
15826,"The science of living and the randomness of death are combined with a dash of Darwinism. Forensic experts, pathologists, toxicologists, herpetologists, and other experts offer eloquent explanations of mortality.",1000 Ways to Die,74.615
92396,"The life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.","Lady, la vendedora de rosas",102.75
7842,The New Tom & Jerry Show is an animated television series produced for Saturday mornings by Hanna-Barbera Productions in association with Metro-Goldwyn-Mayer Television in 1975 for ABC based on the theatrical shorts and characters Tom and Jerry.,The Tom and Jerry Show,86.005
62699,"Lenny Belardo, the youngest and first American Pope in the history of the Church, must establish his new papacy and navigate the power struggles of the closed, secretive Vatican.",The Young Pope,43.387
7072,"Las tontas no van al cielo is an original Mexican telenovela that began airing on Mexico's Canal de las Estrellas, beginning 11 February 2008. The novela is a production of Rosy Ocampo and starring Jacqueline Bracamontes, Jaime Camil, and Valentino Lanús.",Las Tontas No Van al Cielo,206.521
79696,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",Manifest,273.114
62264,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",Ash vs Evil Dead,105.031
2317,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",My Name Is Earl,173.844
87049,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",Firefly Lane,98.193
12697,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Black Star Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",Dragon Ball GT,17.86
10821,"Blue's Clues is a colorful and learning series that is targeted at the younger crowd, but can be enjoyed by all. The host, Steve Burns, invites viewers daily into the Blue's Clues house to help him out, learn and have fun. The show is based around the host looking for three clues that Blue provides by labelling them with a pawprint to figure something out and in the process, having an adventure.",Blue's Clues,159.279
68421,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",Altered Carbon,114.792
67230,"A high society woman loses everything and has to move with her three daughters, and her mom to a middle-class neighborhood.",Silvana Sin Lana,119.81
110642,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",Resident Evil: Infinite Darkness,34.41
2009,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations.",Rocket Power,106.616
62286,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",Fear the Walking Dead,448.48
66825,,A Terra Prometida,184.97
4658,A furry alien wiseguy comes to live with a terran family after crashing into their garage.,ALF,265.915
68734,Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,El Chema,136.776
99310,"The story of Captain Amalia Ortega, leader of a secret unit, whose mission is to capture the most wanted Mexican drug trafficker, putting both her profession and family's life at risk.",Operación Pacífico,34.754
33987,"Angela and Samantha were best friends when they were little, but a trap of fate separated them for many years. An unmissable story of loyalty, friendship, courage and love.",Corazon Valiente,114.541
4330,"A retired FBI serial-profiler joins the mysterious Millennium Group, a team of underground ex-law enforcement experts dedicated to fighting against the ever-growing forces of evil and darkness in the world.",Millennium,107.158
3122,"This Emmy Award-winning series recounts the events and battles of the Galactic Republic’s last major war - the Clone Wars. Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunilinst, home of the Intergalactic Banking Clan; his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.",Star Wars: Clone Wars,80.122
60554,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.",Star Wars Rebels,207.532
116799,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career - and his trademark Lincoln - when he takes on a murder case.",The Lincoln Lawyer,131.043
105288,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",Down to Earth with Zac Efron,27.738
46901,"Amores verdaderos is a 2012 Mexican telenovela produced by Nicandro Díaz Gonzalez for Televisa. It is based on Amor en Custodia, produced in Colombia, Argentina, and Mexico.",True Love,116.517
31268,"El Capo, the most wanted drug dealer in Mexico, has been intercepted while hiding with his trusted men, his wife and his lover. During his escape, he declares war on the government and his own past.",El Capo,200.151
7317,"Welcome to a world of futile crushes, sibling brawls, getting drunk too quickly and casting constant aspersions about your friends' sexuality.",The Inbetweeners,106.747
93392,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,Raising Dion,52.315
78670,"16-year-old Henry Coles is an outsider in her new town of Reston, New York. With a major chip on her shoulder and no friends, she remains withdrawn and isolated, but everything changes when a traumatic encounter with a classmate triggers something deep within Henry— unleashing a power she cannot control.",Impulse,65.325
1424,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",Orange Is the New Black,305.447
122623,,Enfermeras,93.045
69295,"As a child, Masamune Makabe once suffered greatly at the hands of a wealthy and beautiful girl named Aki Adagaki, who nicknamed him ""Piggy"" due to his chubby appearance. Seeking revenge against his tormentor, Masamune works hard to improve himself and returns as an incredibly handsome, albeit narcissistic, high school student. When he encounters Aki once again, he is prepared to exact vengeance.

With the aid of the rich girl's maid, Yoshino Koiwai, Masamune slowly begins to build his relationship with Aki, intending to break her heart when the time is right. However, as his friendship with Aki begins to grow, Masamune starts to question the objectives of his devious plans, and if bringing them to fruition is what his heart truly desires.",Masamune-kun's Revenge,83.594
44305,"From the creators of ""How to Train Your Dragon"" comes a new series that takes Hiccup and Toothless to the edge of adventure.",DreamWorks Dragons,99.354
15819,"After saving the life of the President, two secret service agents - Myka Bering and Pete Lattimer - find themselves assigned to the top secret Warehouse 13. The Warehouse is a massive, top secret facility that houses dangerous and fantastical objects. Together, Pete and Myka along with fellow agents Claudia, Steve Jinks and Warehouse caretaker Artie, must recover artifacts from around the globe before they can cause catastrophic damage.",Warehouse 13,272.061
2566,"When her life comes to an abrupt end, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!",Dead Like Me,76.38
88396,"Following the events of “Avengers: Endgame”, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",The Falcon and the Winter Soldier,101.667
12961,"Rubí Pérez  is a very beautiful but poor woman who studies at an exclusive university thanks to the financial support from Cristina , her hard-working older sister. She is best friends with Maribel de la Fuente , a kind and wealthy young woman.  Rubí is actually jealous of Maribel's social status while pitying her disability and dreams of marrying a rich man to leave poverty behind.",Rubí,78.811
34391,"While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.",Marvel's Ultimate Spider-Man,123.32
60930,Tells the legendary story between the Sultan of Kosem and Ahmed I.,Magnificent Century: Kösem,153.334
45666,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies!

Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",Sam & Cat,80.389
3452,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",Frasier,531.06
114461,Former Jedi Knight Ahsoka Tano investigates an emerging threat to a vulnerable galaxy.,Ahsoka,100.84
33234,"A sweeping epic of good and evil, treachery and intrigue, violence and beauty, a sensuous, spirited story set against a backdrop of war, religious strife and power struggles in 12th Century England.",The Pillars of the Earth,61.19
66676,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",Queen of the South,144.476
128095,A devout detective's faith is tested as he investigates a brutal murder that seems to be connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.,Under the Banner of Heaven,48.399
44914,"La Patrona is a Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami and Mexican Argos Comunicación. The telenovela is a remake of the Venezuelan telenovela La Dueña, written by José Ignacio Cabrujas.

The name reflects a local term or slang in Mexico to address a person recognized as the main boss. However, the title is also a reflection of both the protagonist and the antagonist struggle to conquer power, authority and respect in a labor field traditionally deemed to be a man's job.",The Return,86.652
4605,"Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the Tipton like their own personal playground.",The Suite Life of Zack & Cody,185.297
64752,"Simba's son, Kion, assembles a group of animals to protect the Pride Lands, known as the Lion Guard.",The Lion Guard,123.331
12926,"Teresa Chavez is a young woman with an obsession for money and ambition. Despite her beauty and the fact that she was raised in the bosom of a loving family, she is resentful; her one desire is to leave her humble but poor neighbourhood.",Teresa,174.859
2228,"Pinky and Brain are genetically enhanced laboratory mice who reside in a cage in the Acme Labs research facility. Brain is self-centered and scheming; Pinky is good-natured but feebleminded. In each episode, Brain devises a new plan to take over the world, which ultimately ends in failure, usually due to Pinky's idiocy, the impossibility of Brain's plan, Brain's own arrogance, or just circumstances beyond their control.",Pinky and the Brain,48.893
94372,"The Fugitive Task Force relentlessly tracks and captures the notorious criminals on the Bureau’s Most Wanted list. Seasoned agent Jess LaCroix oversees the highly skilled team that functions as a mobile undercover unit that is always out in the field, pursuing those who are most desperate to elude justice.",FBI: Most Wanted,310.243
57911,Doraemon is an anime TV series created by Fujiko F. Fujio and based on the manga series of the same name. This anime is the much more successful successor of the 1973 anime.,Doraemon,588.512
1215,"A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",Californication,318.674
69629,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",The Gifted,90.274
213241,A girl with extraordinary psychic abilities joins two gifted teen boys at a small ghost-hunting agency to fight the many deadly spirits haunting London.,Lockwood & Co.,52.93
102321,"A series of short form cartoons starring the iconic and beloved Looney Tunes characters. Bugs Bunny, Daffy Duck, Porky Pig and other marquee Looney Tunes characters are featured in their classic pairings in simple, gag-driven and visually vibrant stories.",Looney Tunes Cartoons,501.274
61314,"Colorized historical footage in ascending order of World War 1. Not only the relatively known Flanders and France battles, but also the generally unknown Italian-Austrian, German-Polish-Russian, Japanese-German, Ottoman Empire- Allied and African German Colonies, and other unknown or forgotten fronts and battles.",Apocalypse: World War I,46.332
33213,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",Shake It Up,77.913
87763,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",Toy Boy,44.47
119243,"Ten years after signing off of one of TV's most iconic shows, Carly, Spencer, and Freddie are back, navigating the next chapter of their lives, facing the uncertainties of life in their twenties.",iCarly,140.665
49009,"Before there were parenting blogs, trophies for showing up, and peanut allergies, there was a simpler time called the '80s. For geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other, just with a lot more yelling.",The Goldbergs,335.524
79593,"Thomas Magnum, a decorated former Navy SEAL, returns home from Afghanistan and applies his military skills to become a private investigator in Hawaii taking jobs no one else will—with the help of fellow vets T.C. Calvin and Rick Wright, and former MI:6 agent, Juliet Higgins.",Magnum P.I.,318.928
115036,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,The Book of Boba Fett,86.153
3475,A group of lesbian friends struggle with romance and careers in Los Angeles.,The L Word,92.467
11250,The Reyes-Elizondo's idyllic lives are shattered by a murder charge against Eric and León.,Pasión de Gavilanes,282.164
157065,"Ruthless siblings Roderick and Madeline Usher have built Fortunato Pharmaceuticals into an empire of wealth, privilege and power. But past secrets come to light when the heirs to the Usher dynasty start dying at the hands of a mysterious woman from their youth.",The Fall of the House of Usher,72.969
18341,"Sortilegio is a Mexican telenovela produced by Carla Estrada for Televisa and stars Jacqueline Bracamontes and William Levy. It is a remake of Tú o nadie.

From October 6, 2009 to February 17, 2010, Univision broadcast Sortilegio weeknights at 9pm/8c. From July 30 to September 7, 2012, Univision broadcast 2 hour reruns of Sortilegio weekdays at 1pm/12c, replacing Corazón Apasionado. From September 10 to October 19, 2012, reruns of Sortilegio were broadcast at 2pm/1c.",Sortilegio,83.525
69158,"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",The Good Fight,271.861
70824,A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,The Girl,74.304
146176,"During his glory days, Berlin and a gang assembled in Paris for one of his greatest plans ever: stealing 44 million euros' worth of jewels in one night.",Berlin,129.21
91520,"In the near future a new phenomenon starts happening all over the world with powerful flashes of light occurring in the ocean and people from the past mysteriously reappearing. Called ""beforeigners,"" these people come from three separate time periods: the Stone Age, the Viking era and late 19th century. A couple of years later, Alfhildr – who comes from the Viking Age – has to partner up with a burned-out police officer, Lars Haaland, to investigate the murder of a beforeigner. The pair begins to unravel a larger conspiracy behind the origin of the mysterious mass arrivals.",Beforeigners,57.728
1068,"Aside from doubling the length of each episode, The New Scooby-Doo Movies differed from its predecessor in the addition of a rotating special guest star slot; each episode featured real-life celebrities or well known fictional characters joining the Mystery, Inc. gang in solving the mystery of the week. Some episodes, in particular the episodes guest-starring the characters from The Addams Family, Batman, and Jeannie, deviated from the established Scooby-Doo format of presenting criminals masquerading as supernatural beings by introducing real ghosts, witches, monsters, and other such characters into the plots.",The New Scooby-Doo Movies,59.343
78122,"The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...",Saint Seiya: Saintia Sho,48.6
8803,"An ordinary senior high school girl named Mika meets Hiro, a showy boy with dyed hair and pierced ears. It is a ""pure love"" story of the two going through many unimaginably sad incidents while nurturing their love single-mindedly. It not only depicts the first love of the senior high school couple but also weaves ""a story of Mika and Hiro"" through episodes probably familiar to anybody, such as warmth and affection of their family members supporting the two, importance of living, interactions with friends, and so on.",Sky of Love: Someone I love is there,23.406
109958,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",The Haunting of Bly Manor,66.89
96129,A group of online justice seekers track down a guy who posted a video of him killing kittens.,Don't F**k with Cats: Hunting an Internet Killer,22.82
90602,This dramatization depicts the life -- and loves -- of Venezuelan Gen. Simón Bolívar who helped liberate several Latin American countries from Spain.,Bolívar,52.234
15489,"Al Diablo con los Guapos or is a Mexican telenovela produced by Angelli Nesma Medina for Televisa. It is a remake of Argentinian telenovela Muñeca Brava. Allison Lozz and Eugenio Siller starred as the protagonists, while Cesar Evora and Laura Flores starred as the antagonists.

From October 8, 2007 to June 6, 2008, Canal de las Estrellas broadcast Al diablo con los guapos. From January 21 to September 19, 2008, Univision broadcast Al diablo con los guapos.",Down with the Beautiful,127.23
64432,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",The Magicians,124.81
4229,"Dexter, a boy-genius with a secret laboratory, constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark.",Dexter's Laboratory,292.864
42025,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",Mako: Island of Secrets,86.581
120168,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",Who Killed Sara?,86.462
46671,"Reality quickly unravels when antisocial Yukiteru is called into a death match against 11 other mentally scarred individuals. Each player has a prophetic device tuned to their personality, giving them control over their future—and the fate of their foes.",The Future Diary,96.778
73925,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",Kidding,49.374
86340,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",Undone,47.9
205442,Natalia is a school teacher who wants to dedicate herself to local tourism. Cristo is a criminal who pretends to be a benefactor to those in need. Cristo becomes obsessed with Natalia and does unimaginable things to win her over.,La mujer del diablo,89.454
115857,"After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family.",Daughter from Another Mother,78.604
111803,"Follow the exploits of various guests and employees at an exclusive tropical resort over the span of a week as with each passing day, a darker complexity emerges in these picture-perfect travelers, the hotel’s cheerful employees and the idyllic locale itself.",The White Lotus,140.706
387,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",SpongeBob SquarePants,78.259
66788,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",13 Reasons Why,119.954
46952,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",The Blacklist,779.956
4324,Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,"Dr. Quinn, Medicine Woman",175.1
10545,"Thanks to a Japanese scientist's invention of synthetic, blood vampires have progressed from legendary monsters to fellow citizens overnight. And while humans have been safely removed from the menu, many remain apprehensive about these creatures ""coming out of the coffin."" Religious leaders, government officials, and vampire fundamentalists around the world have chosen their sides, but in the small Louisiana town of Bon Temps, the jury is still out.",True Blood,211.263
4614,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",NCIS,1218.338
127700,"Will Smith whose curiosity and wonder is positively infectious—is guided by National Geographic Explorers traveling to different corners of the world to get up close and personal with the weirdest, most unusual, dangerous and thrilling spectacles of the planet.",Welcome to Earth,24.999
65817,"The story of the legalization and subsequent rise of the porn industry in New York’s Times Square from the early ’70s through the mid ’80s, exploring the rough-and-tumble world that existed there until the rise of HIV, the violence of the cocaine epidemic and the renewed real estate market ended the bawdy turbulence of the area.",The Deuce,93.961
31295,"When five young outsiders on Community Service get caught in a strange storm, they discover that they have developed superpowers.",Misfits,165.369
3022,"Focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",Rugrats,353.437
1649,"In his basement in San Francisco, boy-genius Quinn Mallory unlocks the doorway to an infinite number of Earths. During a test run, Quinn invites co-worker Wade Welles and his teacher Professor Maximillian Arturo to see his new invention. But an increase in power and an early departure leave all three, plus a washed-up soul singer named Rembrandt ""Crying Man"" Brown, lost in a parallel world. Now they must ""slide"" from world to world, not only adapting to their changing surroundings, but also trying to get back to their world. Will they ever make it home?",Sliders,263.667
709,"A series of pop-culture parodies using stop-motion animation of toys, action figures and dolls. The title character was an ordinary chicken until he was run down by a car and subsequently brought back to life in cyborg form by mad scientist Fritz Huhnmorder, who tortures Robot Chicken by forcing him to watch a random selection of TV shows, the sketches that make up the body of each episode.",Robot Chicken,326.684
96346,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",Luna Nera,20.524
73321,An animated tie-in for the video games The King of Fighters: World and The King of Fighters: Destiny.,The King of Fighters: Destiny,37.579
4303,"Superman, an incredibly powerful alien from the planet Krypton, defends Metropolis from supercriminals. Superman hides his identity behind the glasses of Clark Kent; a mild-mannered reporter for the newspaper the Daily Planet. At the Daily Planet Superman works with fellow reporter Lois Lane and photographer Jimmy Olsen.",Superman: The Animated Series,90.43
1431,"A Las Vegas team of forensic investigators are trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",CSI: Crime Scene Investigation,799.143
90669,Passengers on an immigrant ship traveling to the new continent get caught in a mysterious riddle when they find a second vessel adrift on the open sea.,1899,60.282
88055,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home.,Servant,115.364
79501,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find.",Doom Patrol,166.99
720,"Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!",DuckTales,141.931
60708,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",Gotham,342.724
54344,"When 2% of the world's population abruptly disappears without explanation, the world struggles to understand just what they're supposed to do about it. The drama series 'The Leftovers' is the story of the people who didn't make the cut.",The Leftovers,197.899
117023,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",Sky Rojo,50.378
83659,"Bizarre nightmares unfold in eight tales of terror in this visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",Guillermo del Toro's Cabinet of Curiosities,89.931
43348,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds his criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.",Pablo Escobar: The Drug Lord,298.368
110637,"Four women of different ages and social strata are forced to live together under the same roof. At first, the coexistence between them is complicated and tense due to their different visions and ways of facing life, but little by little the sisterhood and solidarity prevail when realizing the peculiar bond that exists between them: each one has suffered, in one or otherwise, the absence and abandonment of their respective partners.",Overcoming heartbreak,62.634
98161,"A young girl moves from Brooklyn to the small lakeside town her father left behind. While there, her dogged pursuit of the truth leads her to unearth a cold case that everyone in town, including her own father, tried hard to bury.",Home Before Dark,35.801
1401,"The epic story of post-Civil War America, focusing on Cullen Bohannon, a Confederate soldier who sets out to exact revenge on the Union soldiers who killed his wife. His journey takes him west to Hell on Wheels, a dangerous, raucous, lawless melting pot of a town that travels with and services the construction of the first transcontinental railroad, an engineering feat unprecedented for its time.",Hell on Wheels,139.763
42503,"Ganta is the only survivor after a mysterious man in red slaughters a classroom full of teenagers. He's framed for the carnage, sentenced to die, and locked away in the most twisted prison ever built: Deadman Wonderland. And then it gets worse.",Deadman Wonderland,74.957
65942,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",Re:ZERO -Starting Life in Another World-,189.284
2005,An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.,The New Adventures of Winnie the Pooh,157.366
7695,"En Nombre Del Amor is a Mexican telenovela produced by Televisa. It is a remake of Cadenas de Amargura. En Nombre Del Amor was produced by Carlos Moreno, and filming began on August 4, 2008. It premiered in the United States July 7, 2009 on Univision and ended its run on March 7, 2010 in a two-hour grand finale on a Sunday.

Starring for Allison Lozz and Sebastián Zurita, as adult stars Victoria Ruffo, Arturo Peniche with Leticia Calderón as the villain protagonist and main villain, co-starring for Laura Flores, Alfredo Adame, Víctor Cámara, and the participation of Altair Jarabo as youth antagonist.",En nombre del amor,92.732
72787,"A critical and often humorous look at the upper class, tracking the protagonist's harrowing odyssey from a deeply traumatic childhood through adult substance abuse and, ultimately, toward recovery.",Patrick Melrose,26.12
95205,"Robyn McCall, an enigmatic former CIA operative with a mysterious background, uses her extensive skills to help those with nowhere else to turn.",The Equalizer,166.18
314,"During the mid-22nd century, a century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",Star Trek: Enterprise,278.282
87104,"As Britain is rocked by unstable political, economic and technological advances, members of the Lyons family converge on one crucial night in 2019. Over the next 15 years, the twists and turns of their everyday lives are explored as we find out if this ordinary family could change the world.",Years and Years,46.085
418,"The world's favorite chicken-hearted canine, as a puppy? That's right! And the old gang is back with him. Shaggy, Daphne, Velma, and Freddy are all here as gangly kids — goofing off, solving kid-size mysteries, and having run-ins with ghouls, ghosts, and goblins.",A Pup Named Scooby-Doo,57.383
